97404	39432	
68428	16709	
72586	24903	
82006	12642	
61123	36729	
89020	96794	
59061	86289	
34857	38972	
57034	74231	
98143	10825	
70434	93597	
60119	78051	
74018	95039	
96486	20877	
37478	91094	
72603	13349	
1874	54361	
70340	96986	
78726	42800	
77105	17260	
26959	53335	
50608	21887	
42106	55372	
60503	63035	
68740	56629	
35329	8580	
71790	40849	
85231	55696	
24044	27161	
73456	90314	
25595	66162	
10043	19651	
86162	72594	
14201	54287	
5202	16908	
19680	83715	
83671	30138	
42201	78761	
67217	32422	
78915	76701	
93676	41909	
50321	78952	
90634	12336	
52398	12534	
14899	48656	
59137	60438	
89059	26502	
83627	25101	
9826	41829	
72589	55256	
82512	85965	
24455	9628	
49631	27508	
97435	72107	
23931	45778	
81520	18614	
12004	61897	
38163	86089	
44764	29007	
43863	60072	
69500	7354	
58493	73476	
80225	33095	
99343	77273	
27588	20359	
134	46375	
63911	80391	
43243	42315	
54794	78682	
5466	25306	
31230	38565	
50787	1466	
24977	29639	
36715	60892	
18600	58274	
5999	99801	
54347	24266	
65128	19816	
81369	33993	
7242	20762	
84188	54509	
5990	66674	
9880	52943	
66384	16708	
83933	1	
69883	20681	
58557	35123	
58815	85084	
22711	1441	
62461	82004	
73328	80829	
66649	68223	
835	55380	
94022	62231	
48976	21280	
73600	27651	
63504	53514	
8563	90637	
88329	60857	
36729	19355	
62428	65179	
46944	23341	
28828	96591	
30281	78034	
82809	45645	
34061	70502	
56250	54707	
84986	76972	
54506	19213	
15451	22148	
31049	42431	
41174	2250	
99171	27570	
12399	51947	
30429	67097	
90954	49252	
4427	14366	
47118	1496	
99967	14382	
51812	86286	
13981	74398	
41823	7397	
20329	27225	
50549	22581	
26754	1127	
55820	62244	
93608	6011	
4912	81793	
57720	8857	
36512	99328	
65688	45922	
33544	86515	
3566	10877	
52425	85089	
91947	74564	
49493	59589	
12261	31208	
17495	66726	
28482	11458	
18575	74990	
25424	52344	
36155	29194	
52913	10952	
92113	7645	
85108	31955	
64872	98625	
16447	54729	
68919	10715	
37000	98125	
44245	51706	
74115	9188	
76320	66667	
597	25152	
2809	34972	
53608	63427	
58028	1099	
85975	85842	
55501	45578	
35113	2873	
78174	28946	
7514	50069	
